PE,AT,V,AP,RH,atribute5,atribute6,atribute7,atribute8,atribute9
1013,33,82,73,3,49,42,17,439,3
1031,13,73,41,92,1,64,92,466,29
1010,21,11,43,43,1,62,62,447,83
1018,24,81,63,94,76,44,51,444,26
1013,26,44,59,15,35,60,71,439,65
1017,31,23,66,75,48,36,55,433,9
1019,10,15,41,46,56,81,79,479,32
1014,20,46,66,5,93,78,51,454,6
1018,21,93,60,84,96,76,8,440,76
1011,28,8,73,17,19,73,1,430,8
1006,23,63,60,93,41,83,6,439,9
1015,14,5,40,69,66,74,39,470,9
1017,23,91,50,23,25,68,57,455,41
1011,23,47,51,3,89,74,1,448,65
1014,19,7,51,3,88,88,1,454,94
1000,28,14,76,86,7,70,17,434,68
1008,32,16,66,25,17,56,88,434,5
1011,30,9,73,42,21,65,32,433,44
1010,11,64,40,22,58,80,84,477,52
1019,19,48,63,9,28,78,4,449,6
1001,15,89,38,73,45,74,37,465,76
1011,23,3,59,4,85,81,24,444,85
1013,15,83,45,1,39,81,9,460,22
1011,4,31,38,5,75,82,8,492,92
1006,24,2,68,67,72,78,8,444,9
1011,24,86,63,47,5,71,78,441,68
1017,27,77,63,87,97,38,77,444,6
1007,29,49,70,98,83,79,8,434,43
1012,20,98,42,23,9,70,7,462,27
1009,27,16,72,58,24,90,26,429,59
1011,25,96,68,8,34,71,57,432,82
1014,11,28,42,44,62,99,78,473,36
1010,30,36,71,8,9,63,27,437,4
1015,25,47,65,34,3,50,31,445,39
1002,27,51,73,77,42,90,88,436,91
1009,30,2,69,4,68,56,1,440,49
1015,10,15,41,62,86,97,4,463,89
1006,28,8,71,77,41,66,3,426,87
1007,22,36,51,43,47,87,33,442,53
1010,33,67,80,18,83,60,87,431,99
1022,8,35,43,52,78,97,34,479,31
1006,24,12,51,43,55,83,77,441,49
1009,25,53,71,85,19,74,7,431,26
1016,15,26,41,2,76,6,467,98,
1012,15,36,41,66,41,62,32,466,7
1005,12,73,40,27,68,68,77,475,61
1004,27,67,71,64,41,78,14,433,29
1004,26,64,73,56,98,93,31,432,93
1016,25,9,58,95,99,53,16,443,26
1012,13,9,43,67,22,91,91,474,45
1016,15,6,41,85,78,88,23,466,72
1010,30,3,70,2,7,64,2,436,88
1002,26,85,69,84,84,81,31,426,58
1015,14,13,43,7,94,80,89,469,28
1021,12,36,37,73,36,65,45,470,39
1017,12,91,40,73,66,93,66,464,61
1014,25,79,63,9,39,60,49,442,7
1024,17,28,44,92,39,76,8,459,26
1012,15,86,43,2,18,40,33,466,6
1015,21,95,60,95,22,75,9,450,38
1013,8,4,38,5,67,69,13,486,5
1005,26,62,70,36,15,84,99,441,28
1015,20,56,43,79,85,45,7,462,11
1015,15,86,49,69,59,87,26,462,84
1010,31,1,74,16,89,56,52,434,64
1009,22,49,58,82,73,85,19,444,11
1021,15,66,43,99,18,88,62,467,57
1019,11,86,40,55,82,91,45,473,31
1014,19,12,45,1,59,95,453,24,
1007,17,27,44,9,85,78,8,454,19
1020,20,24,56,65,72,62,9,455,49
1006,28,18,67,17,84,75,55,438,49
1013,12,24,41,62,38,90,26,461,23
1019,6,25,39,4,65,71,27,484,14
1007,24,27,61,47,84,80,85,448,66
1006,22,55,69,84,57,76,29,438,54
1017,20,76,58,79,22,78,75,447,7
1013,15,33,37,2,4,78,99,466,81
1009,22,12,63,91,61,90,83,447,77
1010,16,65,46,18,6,95,69,465,6
1006,30,37,76,9,95,65,93,435,1
1013,18,71,53,16,26,82,64,455,7
1007,12,99,40,55,52,94,15,472,18
1020,16,8,56,3,65,85,26,461,96
1,15,49,39,1016,71,31,462,28,
1007,26,8,52,3,3,63,34,442,44
1009,24,18,59,92,88,79,54,438,85
1000,27,63,70,17,42,85,22,432,46
1013,11,8,45,9,21,89,68,470,57
1016,20,7,58,16,73,68,19,453,22
1016,10,5,39,28,55,91,75,480,92
1009,14,88,41,66,4,67,15,468,55
1008,28,21,73,6,26,86,29,430,46
1018,12,82,46,18,53,88,46,466,6
1012,21,14,58,5,98,87,27,449,74
1015,4,93,38,44,65,71,47,485,1
1008,26,25,66,56,29,60,65,436,3
1027,14,95,42,74,66,66,71,464,31
1016,21,46,50,59,75,67,14,453,67
1006,14,35,49,83,39,91,23,462,54
1016,14,18,53,82,9,64,57,465,25
996,16,3,41,23,35,82,4,464,67
1005,29,54,74,99,69,69,432,94,
1014,25,26,65,61,43,58,35,447,34
1022,12,33,37,73,46,59,3,470,11
1009,24,67,61,5,6,72,77,437,37
1010,20,45,48,41,81,86,7,444,69
1021,20,39,64,15,31,62,35,457,37
1004,27,57,69,84,91,68,37,426,6
1010,16,58,46,18,4,96,29,463,51
1013,25,18,69,23,26,57,45,438,72
1014,21,27,57,5,53,80,76,453,34
1009,22,93,51,19,3,82,8,443,57
1019,15,9,44,34,46,60,49,468,8
1007,15,49,40,89,16,82,16,465,37
1009,27,66,69,75,71,84,27,439,18
1014,21,99,58,96,9,61,3,453,38
1010,28,57,62,26,75,62,12,437,41
1022,14,87,41,76,26,78,21,464,84
1016,7,14,41,22,6,97,9,435,58
1012,24,94,63,94,72,73,71,438,55
1018,10,17,41,17,58,87,72,478,4
1012,25,18,56,89,26,64,46,442,42
1011,22,75,58,79,44,84,47,445,67
1011,26,33,61,41,9,52,1,452,79
57,13,39,85,1012,61,56,477,71,
1009,22,2,51,19,2,82,95,445,54
1012,20,5,42,48,29,85,9,457,1
1007,15,85,42,28,4,82,12,467,3
1010,27,95,77,54,12,78,97,434,7
1004,27,22,66,48,59,52,66,436,6
1018,14,19,39,52,34,77,25,467,14
1012,18,97,43,43,72,75,69,453,2
1020,13,45,41,49,19,88,72,467,3
1003,18,39,67,71,77,92,48,444,63
1012,31,67,69,68,38,46,52,439,72
1014,27,25,73,3,15,68,52,439,78
1009,26,48,69,14,31,84,11,435,76
1016,17,19,58,86,74,85,97,451,87
1000,34,14,74,34,19,43,56,434,23
1010,32,74,68,31,23,41,29,441,66
1008,10,91,37,92,66,66,53,473,72
1021,16,69,43,52,78,80,87,460,51
1016,14,41,46,18,25,88,88,462,49
1002,22,18,69,5,75,70,84,442,14
1011,11,25,40,67,64,63,54,480,49
1014,28,14,65,34,44,46,17,443,11
1012,5,78,45,87,65,88,8,483,27
1009,19,65,44,89,76,75,36,451,35
1013,15,56,40,12,72,89,78,461,21
1011,25,88,63,47,95,65,87,443,94
1012,15,45,46,63,6,85,47,464,37
1009,29,77,69,48,8,52,6,432,69
1015,20,74,58,12,43,77,88,449,91
1016,11,36,40,75,34,85,19,477,5
1002,31,11,75,33,32,64,25,433,37
1011,25,15,71,14,68,70,33,434,99
1017,12,7,39,72,89,62,97,467,77
1016,10,76,44,58,41,79,24,483,54
1007,30,39,70,98,55,72,76,435,48
1022,11,43,41,16,81,92,4,466,86
1016,20,25,57,76,28,77,76,452,66
1026,10,5,52,72,32,85,4,468,1
1016,13,58,39,28,17,79,17,472,17
1016,15,12,43,79,37,75,62,470,11
1014,21,61,41,54,5,75,62,458,47
1008,28,75,77,24,92,77,17,433,3
1014,21,2,59,39,4,85,6,444,57
1008,23,19,60,75,33,82,439,43,
1018,23,3,48,78,17,75,36,441,8
1015,19,6,60,95,4,84,26,456,6
1017,22,16,65,48,22,70,51,446,
1017,23,56,60,77,93,76,34,443,13
1011,29,1,66,44,21,71,56,430,61
1010,14,86,37,85,58,86,8,467,71
1013,14,54,39,39,87,76,39,470,23
1006,32,32,76,9,63,62,96,432,53
1011,23,55,65,94,76,58,44,443,98
1008,25,34,69,48,4,74,79,433,81
1003,31,76,66,54,2,49,64,430,18
1013,21,65,56,89,13,66,7,445,93
1009,26,1,61,47,54,75,1,435,78
1013,25,82,61,8,64,66,4,448,46
1008,29,76,57,19,59,51,1,436,21
1019,18,43,44,63,76,39,99,458,75
1007,23,69,73,67,19,86,73,437,57
1003,31,1,71,37,4,55,6,430,82
1015,11,41,40,62,56,57,62,466,83
1010,20,77,43,77,76,63,12,453,46
1020,11,74,40,71,64,82,15,470,5
1013,19,95,50,66,21,81,98,458,72
1002,31,46,66,54,86,53,75,427,76
1018,10,31,38,18,2,70,1,476,31
1010,27,3,71,14,33,66,25,430,41
1012,11,36,41,48,8,76,16,465,37
1015,17,1,50,59,8,80,95,463,4
1021,10,6,41,46,23,89,2,481,3
1020,8,27,35,76,11,75,25,480,8
1008,27,58,71,97,51,87,99,430,53
1007,12,24,49,83,9,94,28,466,83
1013,28,54,58,33,9,49,4,439,28
1010,22,56,48,92,7,51,63,445,7
1012,10,2,39,82,86,89,47,482,47
1022,9,78,52,75,97,78,31,469,58
1029,9,42,41,4,21,86,4,474,75
1009,25,59,61,5,12,68,439,14,
1013,18,6,43,56,9,51,16,464,67
1009,19,58,50,12,82,100,1,449,44
1009,27,76,44,89,4,50,15,442,83
1006,29,8,52,84,14,40,9,438,24
1008,20,84,51,19,63,84,11,448,98
1016,10,9,41,46,66,86,2,479,45
1021,11,72,40,55,54,85,13,470,8
1007,28,1,64,69,61,58,45,440,23
1009,26,44,71,73,52,81,75,430,55
1014,13,55,40,1,57,81,48,469,57
1019,11,67,41,93,81,82,58,476,1
1010,13,2,41,78,49,64,96,468,58
1016,24,98,60,32,39,63,12,446,46
1010,28,6,68,24,27,69,72,429,47
1013,23,84,49,21,6,47,63,447,3
1003,18,89,67,71,92,86,12,443,54
32,17,49,78,1005,100,1,453,77,
1008,27,34,71,29,32,56,51,434,94
1012,30,65,65,18,51,42,32,436,79
1021,19,35,64,15,37,68,53,457,74
1011,30,4,68,8,4,51,1,429,52
1005,23,23,71,77,1,88,1,432,8
1009,27,6,72,58,24,90,31,429,18
1019,22,29,61,27,5,58,23,449,81
1010,27,38,74,16,8,78,61,436,65
1008,13,45,45,87,73,87,6,464,88
1009,20,95,70,72,96,87,73,445,66
1015,16,58,37,64,23,81,59,460,48
1009,29,22,60,23,73,61,5,436,32
1007,23,82,73,67,26,88,16,438,42
1010,28,3,59,27,92,61,83,445,19
1005,31,87,68,67,64,48,85,435,66
1014,29,72,77,95,9,72,73,434,99
1009,7,74,42,49,7,90,11,481,69
1013,18,34,65,94,27,85,42,451,29
1007,19,74,67,71,68,64,2,446,1
1006,11,68,40,55,48,96,16,474,8
1003,13,92,41,16,83,88,69,465,33
1015,13,92,43,41,12,61,64,464,76
1006,30,21,71,32,19,67,57,434,91
1015,20,34,59,8,18,80,21,453,54
1029,14,1,42,74,16,68,31,466,15
1019,19,9,44,63,91,39,32,461,36
1016,7,64,43,79,17,84,45,486,1
1010,24,6,58,98,66,81,16,443,75
1009,14,47,42,99,78,91,15,469,
1013,31,94,69,98,32,56,17,432,3
1020,15,63,37,87,4,74,77,465,28
1013,18,22,45,9,62,75,56,454,74
1018,17,74,44,2,87,58,59,454,37
997,14,87,41,23,39,82,6,465,1
1008,31,15,66,25,89,61,8,437,55
1005,20,99,67,7,17,82,41,442,2
1017,11,28,43,41,91,81,3,471,42
1015,14,44,42,32,61,76,85,462,13
1026,9,11,36,66,47,74,79,480,74
1011,15,96,41,66,93,55,47,466,39
1013,10,65,41,78,66,70,4,474,27
1004,27,94,49,16,22,35,46,436,75
1013,16,5,65,46,92,87,99,456,94
1005,26,24,70,36,4,82,43,437,31
1005,23,63,60,37,81,66,440,74,
1019,16,38,55,5,8,82,44,464,58
1022,4,99,41,3,33,83,11,493,16
1016,11,62,43,48,66,76,32,468,37
1017,15,81,54,3,8,68,45,461,63
1009,14,66,40,89,72,91,56,465,73
1013,24,26,56,57,86,70,35,442,9
1020,16,96,44,9,5,77,53,458,1
1011,27,55,65,59,6,63,99,440,53
1017,22,5,58,79,48,73,2,443,35
1019,19,83,63,94,81,75,5,448,3
1011,16,88,43,67,43,73,98,463,81
1015,9,5,37,36,13,63,41,478,8
1014,25,31,49,82,62,62,15,453,5
1016,25,72,49,82,19,60,1,452,33
1012,25,65,69,23,55,62,2,435,25
1012,28,26,63,13,68,35,440,58,
1001,21,3,41,1,86,42,75,455,13
72,23,60,27,1018,84,25,442,,
1013,26,45,64,27,23,60,92,444,9
1004,23,95,60,37,96,79,48,440,9
1015,28,53,66,51,9,40,68,436,16
1004,22,68,59,54,32,95,44,437,96
1004,26,93,59,54,2,75,5,437,58
1020,19,3,56,65,55,70,43,459,1
1018,3,74,35,19,58,98,84,490,5
1003,32,41,72,86,69,58,4,432,75
1015,13,7,45,51,22,78,65,460,14
1018,17,92,44,2,97,53,8,455,37
1010,31,25,73,5,81,45,2,432,25
1018,9,99,42,7,78,85,68,471,6
1012,17,94,63,7,42,94,35,456,7
1011,28,71,70,32,78,76,53,435,95
1019,6,67,39,37,99,75,61,486,84
1010,28,88,63,76,16,56,34,435,54
1013,14,49,42,86,94,88,2,468,4
1014,29,47,65,51,71,58,28,444,8
1012,27,21,68,12,96,54,69,435,2
1014,15,33,52,5,15,80,56,452,82
1012,15,65,39,59,8,87,63,461,94
1012,23,46,57,85,7,65,54,444,66
1020,13,94,41,58,76,68,22,463,7
1011,26,92,78,92,65,96,22,434,64
1012,22,79,68,63,99,55,78,446,16
1008,17,46,42,42,97,69,19,469,63
1020,14,77,44,9,5,84,31,465,23
993,18,15,41,23,82,61,21,456,32
1010,27,5,67,79,99,71,37,443,89
1013,20,51,42,23,25,71,83,461,78
1019,6,99,35,19,32,68,95,480,5
1022,9,32,37,73,14,79,49,477,91
1020,19,5,55,5,25,75,76,457,5
1020,19,69,56,65,86,73,41,455,32
1019,13,68,41,7,19,84,7,464,46
1009,20,21,69,94,33,83,96,447,6
1019,7,61,44,71,41,70,48,485,36
1001,19,45,41,1,88,52,16,458,26
1005,18,93,67,71,4,82,4,444,55
1020,22,44,63,86,64,83,447,3,
1005,32,37,68,67,45,47,98,430,35
1021,15,5,49,25,41,77,92,453,99
1016,15,97,45,1,58,83,24,456,91
1022,7,98,43,52,45,97,68,481,93
1026,8,36,40,71,34,82,76,487,79
1005,30,74,79,5,78,73,19,430,69
1022,14,2,40,92,26,71,71,460,42
1009,15,54,39,31,69,71,19,461,6
1017,17,3,42,24,7,64,52,469,21
1009,19,53,50,32,71,94,46,449,59
1016,11,1,43,69,7,81,48,477,3
1012,23,5,54,42,31,68,29,455,38
1008,19,79,44,9,66,72,68,455,59
1017,9,59,38,56,52,61,89,481,5
1014,32,44,77,95,83,50,69,434,97
1007,21,84,64,69,57,77,34,450,25
1017,23,5,50,23,51,75,15,457,51
1016,28,84,74,67,52,67,43,428,98
1009,19,41,64,45,44,64,5,452,55
1020,16,38,45,64,47,89,28,462,58
1021,14,43,35,85,99,78,25,464,6
1013,29,32,63,77,24,55,1,438,9
1012,10,51,44,78,59,85,29,474,77
1018,11,62,39,72,4,68,6,471,56
1013,19,73,69,51,14,61,84,450,99
1015,12,76,43,7,13,65,34,475,73
1007,27,1,52,3,78,60,38,439,51
1029,14,9,44,47,8,72,36,466,53
1010,30,2,73,5,52,44,91,429,84
1010,27,94,63,7,75,38,57,441,
1014,25,98,60,95,5,48,1,442,9
1015,15,9,43,13,71,54,36,466,87
1021,16,36,43,99,34,85,13,465,81
1006,28,71,51,43,4,64,79,440,17
1015,20,88,59,8,66,75,34,453,18
1000,23,28,68,28,79,81,35,442,4
1020,20,36,56,53,25,72,96,455,34
1017,24,48,50,23,3,66,89,456,2
1017,12,24,40,66,4,96,22,464,7
1012,5,11,39,4,16,92,14,488,56
1018,13,97,40,24,32,88,72,467,93
1027,11,48,41,14,67,90,5,464,7
1015,17,67,43,7,26,58,76,465,6
1015,24,16,48,98,19,42,55,459,27
1013,26,31,52,9,39,53,59,447,4
1012,17,2,58,49,6,92,1,458,5
1012,20,41,48,6,62,76,21,451,26
1013,11,29,41,5,39,89,15,476,4
1012,13,78,39,85,7,71,99,474,9
1021,10,16,41,79,35,52,4,472,75
1011,22,91,66,44,23,63,43,444,48
1020,8,47,41,26,57,91,28,477,14
1020,23,82,64,15,96,60,11,447,37
1004,18,56,67,71,77,85,28,444,9
1016,21,32,59,8,26,76,26,452,7
1009,24,32,66,25,9,91,89,444,93
1019,7,49,39,81,3,87,29,483,59
1015,12,81,44,34,55,90,37,474,3
1013,25,34,49,5,25,50,8,457,12
1013,20,12,45,9,73,57,78,448,35
1011,13,48,40,35,71,69,44,474,72
1005,17,1,49,69,53,81,82,457,32
1013,15,33,36,71,99,73,89,468,36
1010,16,18,41,66,1,65,62,465,82
1016,23,36,74,93,57,71,91,443,78
1009,26,81,61,47,68,68,34,443,66
59,20,39,53,1007,62,9,456,28,
1025,12,4,40,78,21,85,97,463,51
1021,11,93,41,38,76,57,63,473,88
1013,17,34,45,1,22,77,71,459,1
1010,19,72,46,21,54,77,74,449,33
1015,20,21,58,12,36,79,18,453,19
1003,28,8,74,9,48,75,1,434,1
1016,15,61,41,2,12,75,28,467,81
1009,8,53,40,77,85,90,95,481,3
1008,22,39,58,18,52,87,48,448,37
1011,23,86,73,5,34,87,32,438,62
1011,13,51,40,89,3,84,83,471,99
1017,23,28,60,84,91,67,5,444,13
1013,23,6,63,9,54,65,28,447,36
1023,14,65,44,84,39,87,76,467,18
1004,21,49,68,28,68,80,64,438,
1003,24,6,49,3,72,72,26,439,46
1007,14,12,42,99,13,78,16,468,45
1013,23,47,59,22,44,83,33,442,13
1007,26,9,70,4,41,85,37,432,52
1019,6,79,39,37,79,72,39,487,3
1019,12,71,41,39,3,74,2,475,13
1015,13,67,54,3,92,75,42,467,87
1014,22,63,45,61,14,73,6,457,88
1007,31,16,69,88,1,68,28,433,24
1006,16,59,41,79,67,73,9,455,42
1017,27,8,66,5,91,59,1,441,16
1021,11,24,42,34,3,95,19,469,3
999,17,33,41,35,51,68,36,460,46
1009,20,73,69,94,9,82,12,445,91
1020,12,24,44,9,31,82,22,464,25
1006,29,89,64,69,37,58,78,435,39
1013,16,97,42,86,92,74,8,463,62
1009,18,6,60,1,91,87,13,453,94
1017,8,2,40,23,42,90,26,484,22
1012,19,39,43,14,75,44,21,464,55
1023,14,69,49,64,43,78,17,434,12
1024,18,4,44,92,88,64,89,458,36
1012,15,63,43,2,57,40,32,466,69
1017,14,58,42,7,9,86,14,460,66
1010,27,21,64,5,8,76,69,442,37
1013,22,78,58,96,65,57,6,452,3
1020,10,35,38,38,77,74,55,477,76
1015,18,7,66,51,14,79,23,458,73
1005,23,38,52,84,27,82,98,440,28
1002,29,52,75,33,62,70,64,433,39
1015,33,94,74,67,94,28,16,427,98
1002,16,2,38,73,14,75,3,467,89
1011,24,54,66,49,1,69,14,437,38
1001,29,9,75,33,61,71,6,433,29
1007,14,79,39,54,25,82,54,469,23
1023,8,7,41,1,26,97,5,474,9
1015,21,38,65,12,73,68,2,448,5
1007,28,5,72,99,2,67,13,433,24
1007,24,62,72,43,97,84,36,436,89
1019,6,9,44,71,7,71,21,486,3
1019,15,34,71,14,79,77,56,457,1
2,18,53,16,1013,82,47,455,69,
1010,24,98,58,98,34,78,56,441,33
1012,24,43,65,18,57,77,83,437,26
1011,14,13,48,92,72,78,6,464,17
1010,21,23,57,32,99,75,17,443,87
1003,34,6,64,96,3,34,32,427,65
1019,7,29,39,37,24,73,46,478,19
1009,29,93,69,48,21,54,59,430,75
1008,30,95,73,6,86,74,86,431,77
1011,22,8,73,17,87,91,57,437,98
1002,32,34,74,99,77,42,83,433,7
1012,20,28,68,63,42,70,31,454,36
1017,19,6,59,21,65,86,29,449,23
1011,17,83,66,86,65,77,31,456,56
1012,26,88,60,96,1,57,9,446,77
1015,10,22,39,16,71,96,2,478,45
1016,25,96,60,32,17,55,51,443,44
1011,13,78,43,22,31,69,7,463,71
1019,23,67,63,86,67,57,95,441,73
1011,5,53,35,79,19,94,1,484,64
1014,12,26,41,5,87,89,41,471,13
1015,23,96,60,95,1,65,24,446,4
1012,28,17,63,13,44,66,61,439,94
1001,18,85,41,1,95,61,75,462,4
1020,18,42,63,94,47,74,47,450,55
1019,24,34,66,5,26,74,58,440,67
1009,26,98,74,78,77,69,54,442,28
1013,28,62,69,98,3,68,53,432,11
1015,9,53,40,62,57,75,49,469,9
1015,15,2,41,48,19,58,69,456,4
1009,34,35,77,17,26,59,33,437,65
1008,9,27,40,22,1,89,24,481,23
1005,22,96,70,79,68,93,93,434,47
1015,13,5,45,51,33,86,95,469,8
1010,34,15,68,51,75,37,2,430,19
1016,8,64,38,56,51,66,3,484,45
1008,23,2,48,41,64,80,92,444,69
1003,31,4,66,54,55,57,73,425,91
1014,17,89,44,6,48,42,51,463,99
1019,10,72,41,17,68,60,71,479,21
1013,8,52,38,5,16,64,6,482,96
1020,8,99,41,26,52,91,96,476,9
1004,26,43,75,33,9,86,48,431,79
1010,12,6,48,4,1,100,13,465,63
1020,12,21,40,64,31,83,84,464,3
1019,25,38,62,96,98,56,88,444,83
1010,30,19,68,8,95,50,34,431,25
69,24,75,23,1010,72,46,443,78,
1009,7,95,37,49,32,80,8,479,78
1010,23,68,59,27,75,83,82,440,44
37,14,43,34,1016,85,51,463,99,
1018,11,18,39,61,56,68,468,75,
1012,18,19,66,54,9,86,5,449,22
1012,32,2,69,68,12,42,47,437,35
1008,24,4,72,43,2,87,2,439,39
1006,30,74,71,77,24,53,38,434,89
1013,24,48,69,45,86,62,39,435,74
1007,30,66,70,98,6,72,8,435,66
1019,10,29,41,74,9,80,51,480,62
1018,6,92,43,13,26,89,23,486,36
1011,29,86,59,57,24,64,2,439,44
1024,13,83,45,8,2,80,52,465,5
1013,22,4,69,51,25,56,15,446,34
1010,29,53,77,54,39,66,13,432,89
1007,23,66,67,17,24,87,56,443,43
1010,10,62,39,64,51,68,55,478,37
1025,16,97,44,92,21,74,27,460,21
1017,13,88,48,79,28,79,4,464,14
1010,30,31,74,16,69,58,81,436,23
1015,22,75,59,39,4,81,41,440,26
1025,11,61,40,81,68,72,8,473,8
1011,25,5,68,8,13,72,86,436,7
1015,24,3,58,46,71,70,15,442,3
1024,12,6,52,72,53,80,5,467,21
1006,30,24,73,9,74,56,39,441,31
1016,14,6,53,82,28,64,83,462,86
1009,23,4,74,22,52,90,93,440,32
1025,10,12,39,96,98,98,63,471,6
1025,11,26,40,43,68,74,67,489,66
1020,7,62,44,71,56,69,96,486,7
1010,32,86,66,44,98,44,99,429,32
1005,21,63,50,16,7,84,84,448,32
1006,23,65,71,98,9,93,39,434,11
1013,26,52,65,6,4,51,78,439,66
1014,8,81,43,56,99,81,5,482,52
1005,22,79,71,77,75,90,91,435,53
1012,25,68,59,44,33,67,29,444,36
1013,32,51,69,98,29,54,7,429,66
1021,15,21,43,5,6,82,6,464,8
1009,28,16,70,72,81,65,32,441,37
1009,29,39,68,24,6,66,76,427,96
1016,14,65,35,4,16,60,26,469,61
1017,14,81,42,3,43,72,54,470,41
1021,6,91,36,8,82,84,31,486,37
1015,22,4,58,12,24,78,3,449,13
1009,26,17,48,92,87,34,43,440,9
1015,9,29,35,77,34,63,29,475,88
6,14,44,39,1017,76,2,466,96,
1021,17,2,51,86,53,81,28,460,
1012,9,3,37,14,79,76,27,478,95
1006,25,35,71,98,83,88,44,435,72
1012,23,26,64,5,96,88,31,442,75
1016,9,6,43,79,5,81,32,482,8
1017,23,14,58,95,52,66,25,442,27
1006,25,71,52,84,32,53,29,445,54
1012,11,82,41,67,94,84,51,476,73
1005,26,16,67,9,81,61,2,444,6
1006,28,94,71,64,59,69,24,438,96
1011,24,54,72,24,43,74,1,435,8
1015,23,9,60,95,2,68,78,450,31
1008,28,16,70,98,51,72,12,435,4
1011,27,6,61,41,99,45,23,452,85
1025,19,5,52,72,21,50,21,457,26
1011,21,39,64,27,71,95,39,445,12
1015,16,9,48,78,78,91,12,454,23
1018,10,3,41,46,21,86,17,479,65
1007,22,2,44,5,34,75,13,445,32
1012,29,94,65,74,4,46,94,440,54
1015,14,33,43,41,43,55,4,462,94
1012,11,48,41,2,88,90,4,478,34
1010,26,88,74,78,42,64,81,440,84
1007,23,88,69,94,48,61,440,63,
1010,23,39,61,87,35,48,91,444,3
1023,10,37,39,4,95,81,93,479,35
1014,12,65,44,34,74,92,81,473,46
1009,30,83,71,58,92,48,8,432,11
1020,13,65,41,58,56,72,17,460,8
1009,20,59,42,4,78,62,77,463,8
1011,25,58,63,47,44,66,81,443,66
1017,14,81,42,77,83,75,9,463,6
1010,4,27,39,64,99,84,85,487,19
1016,8,3,40,7,6,47,46,488,2
1001,18,17,52,8,91,100,9,451,6
1011,6,84,39,4,9,93,75,484,9
1016,15,3,40,66,58,84,8,459,46
1013,16,77,50,9,24,84,4,459,91
1017,24,79,75,6,7,68,23,440,5
1009,25,84,69,14,22,88,47,431,35
1008,3,94,39,9,6,97,49,488,81
1020,20,35,56,53,23,70,5,456,4
1017,6,43,39,61,51,83,8,480,58
999,28,72,76,86,31,71,74,431,74
1012,28,37,68,12,41,45,87,436,42
88,16,42,86,1013,81,74,467,5,
1014,16,14,44,71,83,39,41,468,88
1010,25,66,70,2,89,68,14,442,2
1006,32,98,73,88,31,47,55,440,28
1017,29,43,66,75,63,42,72,434,6
1023,10,51,39,4,95,85,35,479,15
998,29,34,74,34,58,81,55,430,57
1003,31,18,74,34,81,63,59,434,15
1016,13,75,40,66,41,93,31,461,81
1009,14,9,45,87,5,84,9,465,6
1015,25,99,49,82,95,58,56,452,9
1014,16,6,53,16,5,76,75,457,26
1008,11,73,37,92,2,72,68,472,51
1012,18,26,59,15,4,86,1,451,9
1024,13,21,43,71,5,86,59,466,39
1013,23,62,68,63,18,50,57,447,3
1013,24,68,48,6,83,54,97,447,96
1015,24,93,47,1,12,64,8,455,39
1008,23,1,72,99,85,90,54,440,46
1013,13,66,41,67,43,80,56,469,17
1017,5,37,38,68,76,76,48,487,7
997,10,54,42,2,5,99,77,472,64
1005,31,25,68,94,99,49,61,434,51
1013,26,75,56,57,76,57,93,443,92
1012,12,74,41,5,94,86,28,469,92
1022,7,7,40,72,81,81,97,482,79
1022,12,36,40,56,11,72,99,474,71
1023,13,73,45,8,55,81,64,470,35
1013,25,58,61,8,37,71,27,446,32
1008,24,91,71,29,29,69,6,437,3
1016,27,1,63,78,72,47,89,442,6
1019,21,96,48,78,56,85,5,451,58
1008,23,99,50,32,41,67,4,444,23
1010,25,68,67,79,66,69,51,449,4
1012,21,92,66,54,49,79,82,443,3
1016,19,86,59,14,12,69,32,449,82
1002,26,17,66,54,23,75,6,433,81
1008,27,71,70,32,63,64,5,432,59
1013,31,74,67,32,69,36,59,436,17
1006,26,43,51,43,3,71,48,441,1
1010,22,15,43,77,81,60,8,448,46
1006,21,16,78,11,73,78,11,435,71
1017,18,91,59,21,76,90,49,450,24
1020,11,8,43,99,86,98,44,466,75
1015,15,78,41,48,55,52,17,454,25
1004,28,7,49,16,42,36,51,439,45
1017,17,15,43,69,5,63,36,463,88
1016,23,51,58,79,44,65,38,445,75
1012,12,27,39,82,18,85,58,477,54
1015,18,81,45,1,28,65,91,457,85
1030,13,9,42,86,82,71,89,473,76
1018,7,28,38,56,96,67,98,485,57
1020,6,34,40,64,62,94,39,478,78
1015,16,13,53,82,63,63,8,459,16
1002,26,57,73,21,31,92,51,431,68
47,18,28,45,1022,43,3,471,42,
1011,24,49,65,59,52,85,12,441,8
1004,30,3,71,98,4,55,6,426,52
1002,18,13,39,72,75,58,85,455,81
1013,16,7,65,46,88,87,11,450,54
1017,19,8,52,9,75,66,67,456,64
61,23,66,5,1020,80,29,421,57,
1009,23,59,71,73,69,87,6,435,67
1005,26,31,66,48,93,63,9,432,89
1015,13,55,40,1,7,86,68,474,59
1011,21,83,63,7,57,87,2,443,1
1013,17,67,53,16,59,83,31,457,99
1011,24,62,58,66,43,56,61,449,8
1020,14,18,39,3,1,67,48,464,32
1013,23,63,65,59,1,76,95,440,56
1011,18,48,50,16,45,99,92,452,6
1013,24,15,63,13,8,92,1,440,15
1013,21,5,45,38,88,64,28,460,18
1017,21,61,58,62,61,76,7,449,11
